"","Border","Date","Measure","Value","Average"
"1061","US-Mexico Border","10/01/2015 12:00:00 AM","Personal Vehicles",6354383,6567796
"1059","US-Canada Border","10/01/2015 12:00:00 AM","Personal Vehicle Passengers",4026249,5765566
"1072","US-Mexico Border","10/01/2015 12:00:00 AM","Pedestrians",3660897,3703585
"1060","US-Canada Border","10/01/2015 12:00:00 AM","Personal Vehicles",2326048,2714993
"1062","US-Canada Border","10/01/2015 12:00:00 AM","Trucks",508661,514410
"1071","US-Mexico Border","10/01/2015 12:00:00 AM","Trucks",488679,380624
"1079","US-Canada Border","10/01/2015 12:00:00 AM","Truck Containers Full",385921,382917
"1065","US-Mexico Border","10/01/2015 12:00:00 AM","Truck Containers Full",345457,233956
"1076","US-Mexico Border","10/01/2015 12:00:00 AM","Bus Passengers",188788,257670
"1068","US-Canada Border","10/01/2015 12:00:00 AM","Bus Passengers",176348,287287
"1070","US-Canada Border","10/01/2015 12:00:00 AM","Rail Containers Full",140984,103369
"1073","US-Mexico Border","10/01/2015 12:00:00 AM","Truck Containers Empty",139840,139636
"1058","US-Canada Border","10/01/2015 12:00:00 AM","Truck Containers Empty",96243,81887
"1069","US-Canada Border","10/01/2015 12:00:00 AM","Rail Containers Empty",60353,41590
"1064","US-Canada Border","10/01/2015 12:00:00 AM","Pedestrians",51648,48284
"1078","US-Mexico Border","10/01/2015 12:00:00 AM","Rail Containers Full",42959,25675
"1074","US-Mexico Border","10/01/2015 12:00:00 AM","Rail Containers Empty",40463,29135
"1080","US-Mexico Border","10/01/2015 12:00:00 AM","Buses",17137,20443
"1077","US-Canada Border","10/01/2015 12:00:00 AM","Train Passengers",16452,20973
"1066","US-Canada Border","10/01/2015 12:00:00 AM","Buses",7746,11867
"1067","US-Canada Border","10/01/2015 12:00:00 AM","Trains",2709,2583
"1057","US-Mexico Border","10/01/2015 12:00:00 AM","Trains",858,694
"1063","US-Mexico Border","10/01/2015 12:00:00 AM","Train Passengers",322,1045
"1085","US-Mexico Border","09/01/2015 12:00:00 AM","Personal Vehicle Passengers",10860037,14444350
"1102","US-Mexico Border","09/01/2015 12:00:00 AM","Personal Vehicles",6035984,6570050
"1098","US-Canada Border","09/01/2015 12:00:00 AM","Personal Vehicle Passengers",4363739,5771506
"1099","US-Mexico Border","09/01/2015 12:00:00 AM","Pedestrians",3139366,3705976
"1081","US-Canada Border","09/01/2015 12:00:00 AM","Personal Vehicles",2494332,2715928
"1094","US-Canada Border","09/01/2015 12:00:00 AM","Trucks",500069,514471
"1097","US-Mexico Border","09/01/2015 12:00:00 AM","Trucks",455664,380306
"1089","US-Canada Border","09/01/2015 12:00:00 AM","Truck Containers Full",410672,382800
"1103","US-Mexico Border","09/01/2015 12:00:00 AM","Truck Containers Full",321472,233585
"1090","US-Canada Border","09/01/2015 12:00:00 AM","Bus Passengers",218772,287577
"1083","US-Mexico Border","09/01/2015 12:00:00 AM","Bus Passengers",173903,258025
"1087","US-Mexico Border","09/01/2015 12:00:00 AM","Truck Containers Empty",134511,139658
"1093","US-Canada Border","09/01/2015 12:00:00 AM","Rail Containers Full",130992,103252
"1088","US-Canada Border","09/01/2015 12:00:00 AM","Truck Containers Empty",105094,81789
"1086","US-Canada Border","09/01/2015 12:00:00 AM","Rail Containers Empty",56083,41529
"1091","US-Canada Border","09/01/2015 12:00:00 AM","Pedestrians",45922,48294
"1104","US-Mexico Border","09/01/2015 12:00:00 AM","Rail Containers Full",40426,25613
"1096","US-Mexico Border","09/01/2015 12:00:00 AM","Rail Containers Empty",36013,29105
"1095","US-Canada Border","09/01/2015 12:00:00 AM","Train Passengers",32000,20926
"1100","US-Mexico Border","09/01/2015 12:00:00 AM","Buses",15435,20464
"1084","US-Canada Border","09/01/2015 12:00:00 AM","Buses",9425,11878
"1092","US-Canada Border","09/01/2015 12:00:00 AM","Trains",2554,2583
"1082","US-Mexico Border","09/01/2015 12:00:00 AM","Train Passengers",1058,1045
"1101","US-Mexico Border","09/01/2015 12:00:00 AM","Trains",829,693
"1117","US-Mexico Border","08/01/2015 12:00:00 AM","Personal Vehicle Passengers",11822253,14455508
"1126","US-Mexico Border","08/01/2015 12:00:00 AM","Personal Vehicles",6245226,6571432
"1116","US-Canada Border","08/01/2015 12:00:00 AM","Personal Vehicle Passengers",6242965,5769500
"1121","US-Mexico Border","08/01/2015 12:00:00 AM","Pedestrians",3370632,3707403
"1111","US-Canada Border","08/01/2015 12:00:00 AM","Personal Vehicles",3096150,2714310
"1114","US-Canada Border","08/01/2015 12:00:00 AM","Trucks",480690,514614
"1109","US-Mexico Border","08/01/2015 12:00:00 AM","Trucks",433282,380080
"1118","US-Canada Border","08/01/2015 12:00:00 AM","Truck Containers Full",396724,382741
"1113","US-Mexico Border","08/01/2015 12:00:00 AM","Truck Containers Full",310971,233256
"1123","US-Mexico Border","08/01/2015 12:00:00 AM","Bus Passengers",252828,258047
"1122","US-Canada Border","08/01/2015 12:00:00 AM","Bus Passengers",249317,287740
"1124","US-Mexico Border","08/01/2015 12:00:00 AM","Truck Containers Empty",144469,139638
"1120","US-Canada Border","08/01/2015 12:00:00 AM","Rail Containers Full",135950,103112
"1105","US-Canada Border","08/01/2015 12:00:00 AM","Truck Containers Empty",109574,81671
"1115","US-Canada Border","08/01/2015 12:00:00 AM","Pedestrians",75643,48178
"1110","US-Canada Border","08/01/2015 12:00:00 AM","Rail Containers Empty",63845,41434
"1119","US-Canada Border","08/01/2015 12:00:00 AM","Train Passengers",44515,20826
"1112","US-Mexico Border","08/01/2015 12:00:00 AM","Rail Containers Full",42948,25539
"1127","US-Mexico Border","08/01/2015 12:00:00 AM","Rail Containers Empty",36920,29072
"1108","US-Mexico Border","08/01/2015 12:00:00 AM","Buses",18096,20474
"1106","US-Canada Border","08/01/2015 12:00:00 AM","Buses",10844,11882
"1125","US-Canada Border","08/01/2015 12:00:00 AM","Trains",2610,2583
"1128","US-Mexico Border","08/01/2015 12:00:00 AM","Train Passengers",1078,1045
"1107","US-Mexico Border","08/01/2015 12:00:00 AM","Trains",866,693
"1146","US-Mexico Border","07/01/2015 12:00:00 AM","Personal Vehicle Passengers",11936585,14466273
"1135","US-Canada Border","07/01/2015 12:00:00 AM","Personal Vehicle Passengers",6406540,5766777
"1139","US-Mexico Border","07/01/2015 12:00:00 AM","Personal Vehicles",6238977,6572853
"1151","US-Mexico Border","07/01/2015 12:00:00 AM","Pedestrians",3512708,3708235
"1132","US-Canada Border","07/01/2015 12:00:00 AM","Personal Vehicles",3161647,2712398
"1147","US-Canada Border","07/01/2015 12:00:00 AM","Trucks",477110,514775
"1145","US-Mexico Border","07/01/2015 12:00:00 AM","Trucks",470243,379695
"1140","US-Canada Border","07/01/2015 12:00:00 AM","Truck Containers Full",380700,382749
"1144","US-Mexico Border","07/01/2015 12:00:00 AM","Truck Containers Full",329651,232844
"1129","US-Mexico Border","07/01/2015 12:00:00 AM","Bus Passengers",292913,257898
"1131","US-Canada Border","07/01/2015 12:00:00 AM","Bus Passengers",250710,287898
"1150","US-Mexico Border","07/01/2015 12:00:00 AM","Truck Containers Empty",143475,139621
"1137","US-Canada Border","07/01/2015 12:00:00 AM","Rail Containers Full",127074,103010
"1133","US-Canada Border","07/01/2015 12:00:00 AM","Truck Containers Empty",113626,81534
"1136","US-Canada Border","07/01/2015 12:00:00 AM","Pedestrians",73719,48068
"1134","US-Canada Border","07/01/2015 12:00:00 AM","Rail Containers Empty",61164,41350
"1142","US-Canada Border","07/01/2015 12:00:00 AM","Train Passengers",45820,20719
"1138","US-Mexico Border","07/01/2015 12:00:00 AM","Rail Containers Full",39746,25478
"1148","US-Mexico Border","07/01/2015 12:00:00 AM","Rail Containers Empty",37805,29035
"1152","US-Mexico Border","07/01/2015 12:00:00 AM","Buses",18757,20481
"1143","US-Canada Border","07/01/2015 12:00:00 AM","Buses",10982,11886
"1141","US-Canada Border","07/01/2015 12:00:00 AM","Trains",2544,2583
"1149","US-Mexico Border","07/01/2015 12:00:00 AM","Train Passengers",950,1046
"1130","US-Mexico Border","07/01/2015 12:00:00 AM","Trains",854,692
"1159","US-Mexico Border","06/01/2015 12:00:00 AM","Personal Vehicle Passengers",11190705,14480331
"1154","US-Mexico Border","06/01/2015 12:00:00 AM","Personal Vehicles",6133763,6574737
"1164","US-Canada Border","06/01/2015 12:00:00 AM","Personal Vehicle Passengers",4937039,5770338
"1175","US-Mexico Border","06/01/2015 12:00:00 AM","Pedestrians",3207279,3710385
"1161","US-Canada Border","06/01/2015 12:00:00 AM","Personal Vehicles",2698249,2712459
"1165","US-Canada Border","06/01/2015 12:00:00 AM","Trucks",508300,514802
"1160","US-Mexico Border","06/01/2015 12:00:00 AM","Trucks",481539,379258
"1169","US-Canada Border","06/01/2015 12:00:00 AM","Truck Containers Full",426184,382563
"1167","US-Mexico Border","06/01/2015 12:00:00 AM","Truck Containers Full",338842,232389
"1172","US-Canada Border","06/01/2015 12:00:00 AM","Bus Passengers",218086,288198
"1171","US-Mexico Border","06/01/2015 12:00:00 AM","Bus Passengers",212484,258093
"1170","US-Mexico Border","06/01/2015 12:00:00 AM","Truck Containers Empty",138490,139626
"1163","US-Canada Border","06/01/2015 12:00:00 AM","Rail Containers Full",127757,102904
"1166","US-Canada Border","06/01/2015 12:00:00 AM","Truck Containers Empty",110494,81410
"1155","US-Canada Border","06/01/2015 12:00:00 AM","Rail Containers Empty",58362,41277
"1158","US-Canada Border","06/01/2015 12:00:00 AM","Pedestrians",52145,48051
"1156","US-Mexico Border","06/01/2015 12:00:00 AM","Rail Containers Full",42379,25406
"1162","US-Canada Border","06/01/2015 12:00:00 AM","Train Passengers",38675,20642
"1176","US-Mexico Border","06/01/2015 12:00:00 AM","Rail Containers Empty",36687,29002
"1174","US-Mexico Border","06/01/2015 12:00:00 AM","Buses",17069,20496
"1173","US-Canada Border","06/01/2015 12:00:00 AM","Buses",10773,11891
"1168","US-Canada Border","06/01/2015 12:00:00 AM","Trains",2537,2583
"1157","US-Mexico Border","06/01/2015 12:00:00 AM","Train Passengers",1004,1046
"1153","US-Mexico Border","06/01/2015 12:00:00 AM","Trains",842,691
"1177","US-Mexico Border","05/01/2015 12:00:00 AM","Personal Vehicle Passengers",11791328,14491922
"1187","US-Mexico Border","05/01/2015 12:00:00 AM","Personal Vehicles",6275741,6576026
"1192","US-Canada Border","05/01/2015 12:00:00 AM","Personal Vehicle Passengers",4612136,5775331
"1199","US-Mexico Border","05/01/2015 12:00:00 AM","Pedestrians",3454131,3711490
"1183","US-Canada Border","05/01/2015 12:00:00 AM","Personal Vehicles",2547836,2713169
"1178","US-Canada Border","05/01/2015 12:00:00 AM","Trucks",483697,514937
"1191","US-Mexico Border","05/01/2015 12:00:00 AM","Trucks",468216,378875
"1182","US-Canada Border","05/01/2015 12:00:00 AM","Truck Containers Full",396596,382502
"1180","US-Mexico Border","05/01/2015 12:00:00 AM","Truck Containers Full",340183,231924
"1184","US-Canada Border","05/01/2015 12:00:00 AM","Bus Passengers",220010,288492
"1198","US-Mexico Border","05/01/2015 12:00:00 AM","Bus Passengers",202483,258333
"1190","US-Canada Border","05/01/2015 12:00:00 AM","Rail Containers Full",138071,102752
"1186","US-Mexico Border","05/01/2015 12:00:00 AM","Truck Containers Empty",125751,139686
"1185","US-Canada Border","05/01/2015 12:00:00 AM","Truck Containers Empty",115694,81262
"1189","US-Canada Border","05/01/2015 12:00:00 AM","Rail Containers Empty",66817,41166
"1197","US-Canada Border","05/01/2015 12:00:00 AM","Pedestrians",43208,48072
"1194","US-Mexico Border","05/01/2015 12:00:00 AM","Rail Containers Full",42552,25332
"1193","US-Mexico Border","05/01/2015 12:00:00 AM","Rail Containers Empty",39991,28955
"1188","US-Canada Border","05/01/2015 12:00:00 AM","Train Passengers",27844,20611
"1196","US-Mexico Border","05/01/2015 12:00:00 AM","Buses",16746,20512
"1179","US-Canada Border","05/01/2015 12:00:00 AM","Buses",10339,11898
"1181","US-Canada Border","05/01/2015 12:00:00 AM","Trains",2658,2583
"1200","US-Mexico Border","05/01/2015 12:00:00 AM","Train Passengers",921,1046
"1195","US-Mexico Border","05/01/2015 12:00:00 AM","Trains",839,691
"1224","US-Mexico Border","04/01/2015 12:00:00 AM","Personal Vehicle Passengers",11258592,14505919
"1221","US-Mexico Border","04/01/2015 12:00:00 AM","Personal Vehicles",6103585,6578071
"1211","US-Canada Border","04/01/2015 12:00:00 AM","Personal Vehicle Passengers",3863442,5783607
"1220","US-Mexico Border","04/01/2015 12:00:00 AM","Pedestrians",3340584,3713095
"1205","US-Canada Border","04/01/2015 12:00:00 AM","Personal Vehicles",2181304,2715471
"1208","US-Canada Border","04/01/2015 12:00:00 AM","Trucks",486437,515060
"1223","US-Mexico Border","04/01/2015 12:00:00 AM","Trucks",475780,378455
"1203","US-Canada Border","04/01/2015 12:00:00 AM","Truck Containers Full",395426,382446
"1219","US-Mexico Border","04/01/2015 12:00:00 AM","Truck Containers Full",343872,231440
"1212","US-Mexico Border","04/01/2015 12:00:00 AM","Bus Passengers",214150,258524
"1204","US-Canada Border","04/01/2015 12:00:00 AM","Bus Passengers",157703,289058
"1217","US-Canada Border","04/01/2015 12:00:00 AM","Rail Containers Full",140736,102588
"1222","US-Mexico Border","04/01/2015 12:00:00 AM","Truck Containers Empty",128206,139735
"1210","US-Canada Border","04/01/2015 12:00:00 AM","Truck Containers Empty",115085,81116
"1215","US-Canada Border","04/01/2015 12:00:00 AM","Rail Containers Empty",65691,41060
"1214","US-Mexico Border","04/01/2015 12:00:00 AM","Rail Containers Full",41200,25263
"1213","US-Mexico Border","04/01/2015 12:00:00 AM","Rail Containers Empty",38018,28915
"1201","US-Canada Border","04/01/2015 12:00:00 AM","Pedestrians",24879,48172
"1209","US-Mexico Border","04/01/2015 12:00:00 AM","Buses",16631,20529
"1216","US-Canada Border","04/01/2015 12:00:00 AM","Train Passengers",15131,20635
"1218","US-Canada Border","04/01/2015 12:00:00 AM","Buses",7160,11918
"1202","US-Canada Border","04/01/2015 12:00:00 AM","Trains",2743,2582
"1207","US-Mexico Border","04/01/2015 12:00:00 AM","Trains",820,690
"1206","US-Mexico Border","04/01/2015 12:00:00 AM","Train Passengers",599,1048
"1242","US-Mexico Border","03/01/2015 12:00:00 AM","Personal Vehicle Passengers",11571613,14518676
"1241","US-Mexico Border","03/01/2015 12:00:00 AM","Personal Vehicles",6303530,6579265
"1230","US-Canada Border","03/01/2015 12:00:00 AM","Personal Vehicle Passengers",3843487,5792042
"1235","US-Mexico Border","03/01/2015 12:00:00 AM","Pedestrians",3595627,3713606
"1227","US-Canada Border","03/01/2015 12:00:00 AM","Personal Vehicles",2152225,2717920
"1225","US-Canada Border","03/01/2015 12:00:00 AM","Trucks",511097,515077
"1246","US-Mexico Border","03/01/2015 12:00:00 AM","Trucks",490307,377969
"1240","US-Canada Border","03/01/2015 12:00:00 AM","Truck Containers Full",421340,382277
"1236","US-Mexico Border","03/01/2015 12:00:00 AM","Truck Containers Full",355812,230899
"1245","US-Mexico Border","03/01/2015 12:00:00 AM","Bus Passengers",223617,258676
"1229","US-Canada Border","03/01/2015 12:00:00 AM","Rail Containers Full",146513,102397
"1239","US-Mexico Border","03/01/2015 12:00:00 AM","Truck Containers Empty",137292,139746
"1234","US-Canada Border","03/01/2015 12:00:00 AM","Truck Containers Empty",123777,80930
"1238","US-Canada Border","03/01/2015 12:00:00 AM","Bus Passengers",114560,289817
"1232","US-Canada Border","03/01/2015 12:00:00 AM","Rail Containers Empty",68957,40939
"1248","US-Mexico Border","03/01/2015 12:00:00 AM","Rail Containers Full",42479,25188
"1244","US-Mexico Border","03/01/2015 12:00:00 AM","Rail Containers Empty",38723,28873
"1226","US-Mexico Border","03/01/2015 12:00:00 AM","Buses",16816,20545
"1228","US-Canada Border","03/01/2015 12:00:00 AM","Pedestrians",16141,48311
"1237","US-Canada Border","03/01/2015 12:00:00 AM","Train Passengers",14739,20660
"1231","US-Canada Border","03/01/2015 12:00:00 AM","Buses",5982,11944
"1233","US-Canada Border","03/01/2015 12:00:00 AM","Trains",2644,2582
"1243","US-Mexico Border","03/01/2015 12:00:00 AM","Train Passengers",924,1049
"1247","US-Mexico Border","03/01/2015 12:00:00 AM","Trains",850,690
"1271","US-Mexico Border","02/01/2015 12:00:00 AM","Personal Vehicle Passengers",10020758,14538318
"1259","US-Mexico Border","02/01/2015 12:00:00 AM","Personal Vehicles",5609958,6583498
"1269","US-Mexico Border","02/01/2015 12:00:00 AM","Pedestrians",3207302,3715817
"1261","US-Canada Border","02/01/2015 12:00:00 AM","Personal Vehicle Passengers",3094499,5803822
"1249","US-Canada Border","02/01/2015 12:00:00 AM","Personal Vehicles",1804273,2721910
"1250","US-Canada Border","02/01/2015 12:00:00 AM","Trucks",440692,515402
"1270","US-Mexico Border","02/01/2015 12:00:00 AM","Trucks",434241,377723
"1268","US-Canada Border","02/01/2015 12:00:00 AM","Truck Containers Full",314743,382572
"1260","US-Mexico Border","02/01/2015 12:00:00 AM","Truck Containers Full",308734,230559
"1267","US-Mexico Border","02/01/2015 12:00:00 AM","Bus Passengers",158251,259114
"1253","US-Mexico Border","02/01/2015 12:00:00 AM","Truck Containers Empty",123725,139816
"1252","US-Canada Border","02/01/2015 12:00:00 AM","Rail Containers Full",122992,102307
"1251","US-Canada Border","02/01/2015 12:00:00 AM","Bus Passengers",106349,290618
"1256","US-Canada Border","02/01/2015 12:00:00 AM","Truck Containers Empty",101442,80841
"1262","US-Canada Border","02/01/2015 12:00:00 AM","Rail Containers Empty",57483,40867
"1266","US-Mexico Border","02/01/2015 12:00:00 AM","Rail Containers Full",36563,25139
"1263","US-Mexico Border","02/01/2015 12:00:00 AM","Rail Containers Empty",35111,28846
"1254","US-Mexico Border","02/01/2015 12:00:00 AM","Buses",13742,20575
"1257","US-Canada Border","02/01/2015 12:00:00 AM","Train Passengers",11916,20698
"1255","US-Canada Border","02/01/2015 12:00:00 AM","Pedestrians",11390,48473
"1258","US-Canada Border","02/01/2015 12:00:00 AM","Buses",6131,11969
"1265","US-Canada Border","02/01/2015 12:00:00 AM","Trains",2354,2583
"1272","US-Mexico Border","02/01/2015 12:00:00 AM","Train Passengers",786,1050
"1264","US-Mexico Border","02/01/2015 12:00:00 AM","Trains",778,689
"1282","US-Mexico Border","01/01/2015 12:00:00 AM","Personal Vehicle Passengers",11321835,14552425
"1286","US-Mexico Border","01/01/2015 12:00:00 AM","Personal Vehicles",6047800,6585847
"1288","US-Canada Border","01/01/2015 12:00:00 AM","Personal Vehicle Passengers",3428424,5814241
"1291","US-Mexico Border","01/01/2015 12:00:00 AM","Pedestrians",3332979,3717496
"1280","US-Canada Border","01/01/2015 12:00:00 AM","Personal Vehicles",1975492,2725183
"1277","US-Canada Border","01/01/2015 12:00:00 AM","Trucks",464683,515624
"1295","US-Mexico Border","01/01/2015 12:00:00 AM","Trucks",447705,377416
"1274","US-Canada Border","01/01/2015 12:00:00 AM","Truck Containers Full",347664,382725
"1293","US-Mexico Border","01/01/2015 12:00:00 AM","Truck Containers Full",314075,230193
"1292","US-Mexico Border","01/01/2015 12:00:00 AM","Bus Passengers",226333,259258
"1281","US-Canada Border","01/01/2015 12:00:00 AM","Rail Containers Full",139650,102143
"1296","US-Mexico Border","01/01/2015 12:00:00 AM","Truck Containers Empty",129992,139859
"1278","US-Canada Border","01/01/2015 12:00:00 AM","Truck Containers Empty",117134,80681
"1283","US-Canada Border","01/01/2015 12:00:00 AM","Bus Passengers",102091,291445
"1275","US-Canada Border","01/01/2015 12:00:00 AM","Rail Containers Empty",64146,40765
"1287","US-Mexico Border","01/01/2015 12:00:00 AM","Rail Containers Empty",36566,28812
"1294","US-Mexico Border","01/01/2015 12:00:00 AM","Rail Containers Full",33537,25102
"1285","US-Mexico Border","01/01/2015 12:00:00 AM","Buses",16124,20594
"1273","US-Canada Border","01/01/2015 12:00:00 AM","Train Passengers",12610,20734
"1276","US-Canada Border","01/01/2015 12:00:00 AM","Pedestrians",11677,48634
"1284","US-Canada Border","01/01/2015 12:00:00 AM","Buses",5549,11997
"1279","US-Canada Border","01/01/2015 12:00:00 AM","Trains",2687,2582
"1290","US-Mexico Border","01/01/2015 12:00:00 AM","Trains",774,689
"1289","US-Mexico Border","01/01/2015 12:00:00 AM","Train Passengers",767,1051
"1308","US-Mexico Border","12/01/2014 12:00:00 AM","Personal Vehicle Passengers",12207554,14562755
"1317","US-Mexico Border","12/01/2014 12:00:00 AM","Personal Vehicles",6329766,6586975
"1297","US-Canada Border","12/01/2014 12:00:00 AM","Personal Vehicle Passengers",4458925,5820211
"1319","US-Mexico Border","12/01/2014 12:00:00 AM","Pedestrians",3815655,3717064
"1301","US-Canada Border","12/01/2014 12:00:00 AM","Personal Vehicles",2406075,2726589
"1305","US-Canada Border","12/01/2014 12:00:00 AM","Trucks",445798,515932
"1310","US-Mexico Border","12/01/2014 12:00:00 AM","Trucks",431463,377178
"1312","US-Canada Border","12/01/2014 12:00:00 AM","Truck Containers Full",311052,383041
"1314","US-Mexico Border","12/01/2014 12:00:00 AM","Truck Containers Full",269057,230022
"1311","US-Mexico Border","12/01/2014 12:00:00 AM","Bus Passengers",244142,259324
"1306","US-Canada Border","12/01/2014 12:00:00 AM","Rail Containers Full",135873,101995
"1315","US-Canada Border","12/01/2014 12:00:00 AM","Bus Passengers",125678,292175
"1320","US-Mexico Border","12/01/2014 12:00:00 AM","Truck Containers Empty",103650,140019
"1303","US-Canada Border","12/01/2014 12:00:00 AM","Truck Containers Empty",100925,80592
"1298","US-Canada Border","12/01/2014 12:00:00 AM","Rail Containers Empty",61100,40675
"1304","US-Mexico Border","12/01/2014 12:00:00 AM","Rail Containers Empty",37996,28771
"1299","US-Mexico Border","12/01/2014 12:00:00 AM","Rail Containers Full",36430,25052
"1302","US-Canada Border","12/01/2014 12:00:00 AM","Pedestrians",19935,48760
"1309","US-Mexico Border","12/01/2014 12:00:00 AM","Buses",18883,20602
"1313","US-Canada Border","12/01/2014 12:00:00 AM","Train Passengers",15318,20758
"1300","US-Canada Border","12/01/2014 12:00:00 AM","Buses",5782,12025
"1307","US-Canada Border","12/01/2014 12:00:00 AM","Trains",2268,2584
"1318","US-Mexico Border","12/01/2014 12:00:00 AM","Train Passengers",884,1052
"1316","US-Mexico Border","12/01/2014 12:00:00 AM","Trains",825,688
"1322","US-Mexico Border","11/01/2014 12:00:00 AM","Personal Vehicle Passengers",11352221,14576961
"1340","US-Mexico Border","11/01/2014 12:00:00 AM","Personal Vehicles",6009914,6589529
"1321","US-Canada Border","11/01/2014 12:00:00 AM","Personal Vehicle Passengers",4249889,5827159
"1324","US-Mexico Border","11/01/2014 12:00:00 AM","Pedestrians",3440311,3718288
"1337","US-Canada Border","11/01/2014 12:00:00 AM","Personal Vehicles",2349123,2728259
"1334","US-Canada Border","11/01/2014 12:00:00 AM","Trucks",459342,516182
"1342","US-Mexico Border","11/01/2014 12:00:00 AM","Trucks",427444,376956
"1326","US-Canada Border","11/01/2014 12:00:00 AM","Truck Containers Full",349315,383190
"1339","US-Mexico Border","11/01/2014 12:00:00 AM","Truck Containers Full",303777,229695
"1333","US-Mexico Border","11/01/2014 12:00:00 AM","Bus Passengers",206372,259559
"1327","US-Canada Border","11/01/2014 12:00:00 AM","Bus Passengers",141118,292843
"1331","US-Canada Border","11/01/2014 12:00:00 AM","Rail Containers Full",124686,101894
"1338","US-Mexico Border","11/01/2014 12:00:00 AM","Truck Containers Empty",121349,140101
"1332","US-Canada Border","11/01/2014 12:00:00 AM","Truck Containers Empty",104844,80485
"1330","US-Canada Border","11/01/2014 12:00:00 AM","Rail Containers Empty",63378,40575
"1341","US-Mexico Border","11/01/2014 12:00:00 AM","Rail Containers Full",39059,24990
"1344","US-Mexico Border","11/01/2014 12:00:00 AM","Rail Containers Empty",34024,28748
"1328","US-Canada Border","11/01/2014 12:00:00 AM","Pedestrians",18793,48893
"1323","US-Mexico Border","11/01/2014 12:00:00 AM","Buses",17323,20616
"1335","US-Canada Border","11/01/2014 12:00:00 AM","Train Passengers",12515,20794
"1329","US-Canada Border","11/01/2014 12:00:00 AM","Buses",6521,12049
"1325","US-Canada Border","11/01/2014 12:00:00 AM","Trains",2350,2585
"1343","US-Mexico Border","11/01/2014 12:00:00 AM","Train Passengers",843,1053
"1336","US-Mexico Border","11/01/2014 12:00:00 AM","Trains",801,688
"1345","US-Mexico Border","10/01/2014 12:00:00 AM","Personal Vehicle Passengers",10975699,14592967
"1355","US-Mexico Border","10/01/2014 12:00:00 AM","Personal Vehicles",6067446,6591849
"1348","US-Canada Border","10/01/2014 12:00:00 AM","Personal Vehicle Passengers",4766321,5831874
"1359","US-Mexico Border","10/01/2014 12:00:00 AM","Pedestrians",3399954,3719703
"1356","US-Canada Border","10/01/2014 12:00:00 AM","Personal Vehicles",2685029,2728451
"1350","US-Canada Border","10/01/2014 12:00:00 AM","Trucks",520041,516165
"1351","US-Mexico Border","10/01/2014 12:00:00 AM","Trucks",489258,376456
"1354","US-Canada Border","10/01/2014 12:00:00 AM","Truck Containers Full",402640,383104
"1367","US-Mexico Border","10/01/2014 12:00:00 AM","Truck Containers Full",337524,229216
"1361","US-Mexico Border","10/01/2014 12:00:00 AM","Bus Passengers",204516,259803
"1347","US-Canada Border","10/01/2014 12:00:00 AM","Bus Passengers",191949,293292
"1366","US-Mexico Border","10/01/2014 12:00:00 AM","Truck Containers Empty",137079,140115
"1358","US-Canada Border","10/01/2014 12:00:00 AM","Rail Containers Full",134329,101750
"1360","US-Canada Border","10/01/2014 12:00:00 AM","Truck Containers Empty",123423,80294
"1349","US-Canada Border","10/01/2014 12:00:00 AM","Rail Containers Empty",65815,40462
"1357","US-Canada Border","10/01/2014 12:00:00 AM","Pedestrians",49977,48888
"1364","US-Mexico Border","10/01/2014 12:00:00 AM","Rail Containers Full",42068,24914
"1363","US-Mexico Border","10/01/2014 12:00:00 AM","Rail Containers Empty",39234,28701
"1365","US-Mexico Border","10/01/2014 12:00:00 AM","Buses",17614,20630
"1352","US-Canada Border","10/01/2014 12:00:00 AM","Train Passengers",16678,20812
"1353","US-Canada Border","10/01/2014 12:00:00 AM","Buses",8242,12066
"1346","US-Canada Border","10/01/2014 12:00:00 AM","Trains",2397,2585
"1368","US-Mexico Border","10/01/2014 12:00:00 AM","Train Passengers",982,1053
"1362","US-Mexico Border","10/01/2014 12:00:00 AM","Trains",883,687
"1374","US-Mexico Border","09/01/2014 12:00:00 AM","Personal Vehicle Passengers",10249686,14612356
"1389","US-Mexico Border","09/01/2014 12:00:00 AM","Personal Vehicles",5677215,6595932
"1384","US-Canada Border","09/01/2014 12:00:00 AM","Personal Vehicle Passengers",4888273,5836087
"1381","US-Mexico Border","09/01/2014 12:00:00 AM","Pedestrians",3103375,3722454
"1378","US-Canada Border","09/01/2014 12:00:00 AM","Personal Vehicles",2762674,2728299
"1380","US-Canada Border","09/01/2014 12:00:00 AM","Trucks",509506,516195
"1385","US-Mexico Border","09/01/2014 12:00:00 AM","Trucks",440589,376170
"1390","US-Canada Border","09/01/2014 12:00:00 AM","Truck Containers Full",378454,383125
"1391","US-Mexico Border","09/01/2014 12:00:00 AM","Truck Containers Full",304518,228880
"1377","US-Canada Border","09/01/2014 12:00:00 AM","Bus Passengers",220253,293618
"1383","US-Mexico Border","09/01/2014 12:00:00 AM","Bus Passengers",191799,260107
"1386","US-Canada Border","09/01/2014 12:00:00 AM","Rail Containers Full",132802,101611
"1379","US-Mexico Border","09/01/2014 12:00:00 AM","Truck Containers Empty",132093,140151
"1369","US-Canada Border","09/01/2014 12:00:00 AM","Truck Containers Empty",121183,80111
"1370","US-Canada Border","09/01/2014 12:00:00 AM","Rail Containers Empty",66650,40346
"1375","US-Canada Border","09/01/2014 12:00:00 AM","Pedestrians",43787,48911
