"","Border","Date","Measure","Value","Average"
"4392","US-Mexico Border","04/01/2004 12:00:00 AM","Bus Passengers",297457,273522
"4370","US-Canada Border","04/01/2004 12:00:00 AM","Bus Passengers",295150,347746
"4371","US-Mexico Border","04/01/2004 12:00:00 AM","Truck Containers Full",248076,184915
"4385","US-Mexico Border","04/01/2004 12:00:00 AM","Truck Containers Empty",136572,145020
"4375","US-Canada Border","04/01/2004 12:00:00 AM","Rail Containers Full",129519,86253
"4383","US-Canada Border","04/01/2004 12:00:00 AM","Truck Containers Empty",76199,62859
"4372","US-Canada Border","04/01/2004 12:00:00 AM","Pedestrians",40278,58579
"4387","US-Canada Border","04/01/2004 12:00:00 AM","Rail Containers Empty",38293,28170
"4384","US-Mexico Border","04/01/2004 12:00:00 AM","Rail Containers Empty",31420,22115
"4390","US-Mexico Border","04/01/2004 12:00:00 AM","Rail Containers Full",25368,18511
"4388","US-Mexico Border","04/01/2004 12:00:00 AM","Buses",22502,21746
"4369","US-Canada Border","04/01/2004 12:00:00 AM","Train Passengers",15477,20325
"4379","US-Canada Border","04/01/2004 12:00:00 AM","Buses",12115,14157
"4380","US-Canada Border","04/01/2004 12:00:00 AM","Trains",2862,2778
"4377","US-Mexico Border","04/01/2004 12:00:00 AM","Train Passengers",1017,1205
"4374","US-Mexico Border","04/01/2004 12:00:00 AM","Trains",645,595
"4409","US-Mexico Border","03/01/2004 12:00:00 AM","Personal Vehicle Passengers",16218883,17609777
"4405","US-Mexico Border","03/01/2004 12:00:00 AM","Personal Vehicles",7891407,7043126
"4398","US-Canada Border","03/01/2004 12:00:00 AM","Personal Vehicle Passengers",4742473,6893303
"4413","US-Mexico Border","03/01/2004 12:00:00 AM","Pedestrians",4464192,3839193
"4393","US-Canada Border","03/01/2004 12:00:00 AM","Personal Vehicles",2307106,2963826
"4403","US-Canada Border","03/01/2004 12:00:00 AM","Trucks",628185,539640
"4396","US-Canada Border","03/01/2004 12:00:00 AM","Truck Containers Full",524750,369790
"4411","US-Mexico Border","03/01/2004 12:00:00 AM","Trucks",421153,341387
"4402","US-Mexico Border","03/01/2004 12:00:00 AM","Bus Passengers",295450,273298
"4406","US-Canada Border","03/01/2004 12:00:00 AM","Bus Passengers",277226,348465
"4395","US-Mexico Border","03/01/2004 12:00:00 AM","Truck Containers Full",268100,184066
"4414","US-Mexico Border","03/01/2004 12:00:00 AM","Truck Containers Empty",151427,144955
"4394","US-Canada Border","03/01/2004 12:00:00 AM","Rail Containers Full",131300,85793
"4401","US-Canada Border","03/01/2004 12:00:00 AM","Truck Containers Empty",88166,62601
"4399","US-Canada Border","03/01/2004 12:00:00 AM","Rail Containers Empty",42036,28028
"4416","US-Mexico Border","03/01/2004 12:00:00 AM","Rail Containers Empty",32108,22013
"4412","US-Canada Border","03/01/2004 12:00:00 AM","Pedestrians",29349,58877
"4407","US-Mexico Border","03/01/2004 12:00:00 AM","Rail Containers Full",25403,18441
"4410","US-Mexico Border","03/01/2004 12:00:00 AM","Buses",22994,21733
"4397","US-Canada Border","03/01/2004 12:00:00 AM","Train Passengers",14636,20383
"4408","US-Canada Border","03/01/2004 12:00:00 AM","Buses",11687,14182
"4400","US-Canada Border","03/01/2004 12:00:00 AM","Trains",3037,2776
"4415","US-Mexico Border","03/01/2004 12:00:00 AM","Train Passengers",1160,1205
"4404","US-Mexico Border","03/01/2004 12:00:00 AM","Trains",690,594
"4436","US-Mexico Border","02/01/2004 12:00:00 AM","Personal Vehicle Passengers",14798054,17638764
"4433","US-Mexico Border","02/01/2004 12:00:00 AM","Personal Vehicles",7182510,7041689
"4424","US-Canada Border","02/01/2004 12:00:00 AM","Personal Vehicle Passengers",4149933,6921585
"4435","US-Mexico Border","02/01/2004 12:00:00 AM","Pedestrians",4010017,3837432
"4428","US-Canada Border","02/01/2004 12:00:00 AM","Personal Vehicles",2134564,2972375
"4418","US-Canada Border","02/01/2004 12:00:00 AM","Trucks",544406,539591
"4420","US-Canada Border","02/01/2004 12:00:00 AM","Truck Containers Full",453693,368925
"4440","US-Mexico Border","02/01/2004 12:00:00 AM","Trucks",354664,341250
"4421","US-Mexico Border","02/01/2004 12:00:00 AM","Bus Passengers",259904,273436
"4422","US-Canada Border","02/01/2004 12:00:00 AM","Bus Passengers",249551,349485
"4423","US-Mexico Border","02/01/2004 12:00:00 AM","Truck Containers Full",226656,183627
"4434","US-Mexico Border","02/01/2004 12:00:00 AM","Truck Containers Empty",131297,145096
"4425","US-Canada Border","02/01/2004 12:00:00 AM","Rail Containers Full",119334,85447
"4437","US-Canada Border","02/01/2004 12:00:00 AM","Truck Containers Empty",79017,62432
"4417","US-Canada Border","02/01/2004 12:00:00 AM","Rail Containers Empty",35354,27953
"4432","US-Canada Border","02/01/2004 12:00:00 AM","Pedestrians",29814,59177
"4431","US-Mexico Border","02/01/2004 12:00:00 AM","Rail Containers Empty",25502,21978
"4438","US-Mexico Border","02/01/2004 12:00:00 AM","Buses",22036,21730
"4426","US-Mexico Border","02/01/2004 12:00:00 AM","Rail Containers Full",20586,18419
"4419","US-Canada Border","02/01/2004 12:00:00 AM","Train Passengers",12784,20462
"4430","US-Canada Border","02/01/2004 12:00:00 AM","Buses",10413,14221
"4429","US-Canada Border","02/01/2004 12:00:00 AM","Trains",2644,2777
"4427","US-Mexico Border","02/01/2004 12:00:00 AM","Train Passengers",977,1207
"4439","US-Mexico Border","02/01/2004 12:00:00 AM","Trains",603,594
"4443","US-Mexico Border","01/01/2004 12:00:00 AM","Personal Vehicle Passengers",15929051,17656573
"4456","US-Mexico Border","01/01/2004 12:00:00 AM","Personal Vehicles",7504925,7036863
"4461","US-Mexico Border","01/01/2004 12:00:00 AM","Pedestrians",4002387,3835713
"4445","US-Canada Border","01/01/2004 12:00:00 AM","Personal Vehicle Passengers",3882454,6953243
"4455","US-Canada Border","01/01/2004 12:00:00 AM","Personal Vehicles",2015414,2982344
"4457","US-Canada Border","01/01/2004 12:00:00 AM","Trucks",517125,539825
"4446","US-Canada Border","01/01/2004 12:00:00 AM","Truck Containers Full",439187,368194
"4463","US-Mexico Border","01/01/2004 12:00:00 AM","Trucks",357073,341085
"4462","US-Mexico Border","01/01/2004 12:00:00 AM","Bus Passengers",304241,273115
"4453","US-Canada Border","01/01/2004 12:00:00 AM","Bus Passengers",246355,350559
"4452","US-Mexico Border","01/01/2004 12:00:00 AM","Truck Containers Full",219538,183253
"4451","US-Mexico Border","01/01/2004 12:00:00 AM","Truck Containers Empty",137326,145177
"4459","US-Canada Border","01/01/2004 12:00:00 AM","Rail Containers Full",106940,85223
"4450","US-Canada Border","01/01/2004 12:00:00 AM","Truck Containers Empty",74819,62303
"4449","US-Canada Border","01/01/2004 12:00:00 AM","Rail Containers Empty",33573,27894
"4444","US-Mexico Border","01/01/2004 12:00:00 AM","Rail Containers Empty",31595,21877
"4448","US-Canada Border","01/01/2004 12:00:00 AM","Pedestrians",30463,59476
"4460","US-Mexico Border","01/01/2004 12:00:00 AM","Buses",23859,21708
"4464","US-Mexico Border","01/01/2004 12:00:00 AM","Rail Containers Full",18008,18423
"4447","US-Canada Border","01/01/2004 12:00:00 AM","Train Passengers",13906,20530
"4454","US-Canada Border","01/01/2004 12:00:00 AM","Buses",10534,14259
"4442","US-Canada Border","01/01/2004 12:00:00 AM","Trains",2720,2778
"4441","US-Mexico Border","01/01/2004 12:00:00 AM","Train Passengers",1116,1208
"4458","US-Mexico Border","01/01/2004 12:00:00 AM","Trains",654,594
"4477","US-Mexico Border","12/01/2003 12:00:00 AM","Personal Vehicle Passengers",18080733,17652108
"4479","US-Mexico Border","12/01/2003 12:00:00 AM","Personal Vehicles",7896957,7027810
"4474","US-Mexico Border","12/01/2003 12:00:00 AM","Pedestrians",4596477,3827705
"4482","US-Canada Border","12/01/2003 12:00:00 AM","Personal Vehicle Passengers",4523405,6978820
"4466","US-Canada Border","12/01/2003 12:00:00 AM","Personal Vehicles",2193652,2990646
"4465","US-Canada Border","12/01/2003 12:00:00 AM","Trucks",500516,540239
"4468","US-Canada Border","12/01/2003 12:00:00 AM","Truck Containers Full",420806,367640
"4481","US-Mexico Border","12/01/2003 12:00:00 AM","Trucks",338505,341112
"4473","US-Mexico Border","12/01/2003 12:00:00 AM","Bus Passengers",308910,272738
"4476","US-Canada Border","12/01/2003 12:00:00 AM","Bus Passengers",236257,351762
"4487","US-Mexico Border","12/01/2003 12:00:00 AM","Truck Containers Full",207978,182993
"4485","US-Mexico Border","12/01/2003 12:00:00 AM","Truck Containers Empty",138143,145251
"4484","US-Canada Border","12/01/2003 12:00:00 AM","Rail Containers Full",117567,84883
"4483","US-Canada Border","12/01/2003 12:00:00 AM","Truck Containers Empty",73240,62188
"4467","US-Canada Border","12/01/2003 12:00:00 AM","Rail Containers Empty",38320,27784
"4470","US-Canada Border","12/01/2003 12:00:00 AM","Pedestrians",35722,59726
"4469","US-Mexico Border","12/01/2003 12:00:00 AM","Rail Containers Empty",32888,21761
"4480","US-Mexico Border","12/01/2003 12:00:00 AM","Buses",25282,21670
"4478","US-Mexico Border","12/01/2003 12:00:00 AM","Rail Containers Full",17982,18428
"4472","US-Canada Border","12/01/2003 12:00:00 AM","Train Passengers",14959,20589
"4471","US-Canada Border","12/01/2003 12:00:00 AM","Buses",10418,14299
"4475","US-Canada Border","12/01/2003 12:00:00 AM","Trains",2882,2777
"4488","US-Mexico Border","12/01/2003 12:00:00 AM","Train Passengers",1059,1210
"4486","US-Mexico Border","12/01/2003 12:00:00 AM","Trains",652,593
"4511","US-Mexico Border","11/01/2003 12:00:00 AM","Personal Vehicle Passengers",17022290,17658809
"4507","US-Mexico Border","11/01/2003 12:00:00 AM","Personal Vehicles",7389424,7023963
"4494","US-Canada Border","11/01/2003 12:00:00 AM","Personal Vehicle Passengers",4502504,7005164
"4497","US-Mexico Border","11/01/2003 12:00:00 AM","Pedestrians",4462638,3820951
"4493","US-Canada Border","11/01/2003 12:00:00 AM","Personal Vehicles",2221309,2998830
"4495","US-Canada Border","11/01/2003 12:00:00 AM","Trucks",541841,540222
"4496","US-Canada Border","11/01/2003 12:00:00 AM","Truck Containers Full",439131,366879
"4503","US-Mexico Border","11/01/2003 12:00:00 AM","Trucks",343070,341092
"4504","US-Canada Border","11/01/2003 12:00:00 AM","Bus Passengers",267652,352657
"4490","US-Mexico Border","11/01/2003 12:00:00 AM","Bus Passengers",265194,272819
"4510","US-Mexico Border","11/01/2003 12:00:00 AM","Truck Containers Full",207982,182727
"4512","US-Mexico Border","11/01/2003 12:00:00 AM","Truck Containers Empty",134155,145369
"4492","US-Canada Border","11/01/2003 12:00:00 AM","Rail Containers Full",123883,84468
"4505","US-Canada Border","11/01/2003 12:00:00 AM","Truck Containers Empty",66907,62137
"4489","US-Canada Border","11/01/2003 12:00:00 AM","Pedestrians",63471,59686
"4506","US-Canada Border","11/01/2003 12:00:00 AM","Rail Containers Empty",39224,27663
"4509","US-Mexico Border","11/01/2003 12:00:00 AM","Rail Containers Empty",30235,21671
"4498","US-Mexico Border","11/01/2003 12:00:00 AM","Buses",23016,21656
"4508","US-Mexico Border","11/01/2003 12:00:00 AM","Rail Containers Full",21662,18393
"4502","US-Canada Border","11/01/2003 12:00:00 AM","Train Passengers",15768,20640
"4499","US-Canada Border","11/01/2003 12:00:00 AM","Buses",11338,14331
"4491","US-Canada Border","11/01/2003 12:00:00 AM","Trains",2844,2776
"4501","US-Mexico Border","11/01/2003 12:00:00 AM","Train Passengers",1092,1211
"4500","US-Mexico Border","11/01/2003 12:00:00 AM","Trains",674,592
"4535","US-Mexico Border","10/01/2003 12:00:00 AM","Personal Vehicle Passengers",16006111,17676580
"4525","US-Mexico Border","10/01/2003 12:00:00 AM","Personal Vehicles",7460866,7019265
"4516","US-Canada Border","10/01/2003 12:00:00 AM","Personal Vehicle Passengers",5061365,7026065
"4532","US-Mexico Border","10/01/2003 12:00:00 AM","Pedestrians",3997258,3819055
"4515","US-Canada Border","10/01/2003 12:00:00 AM","Personal Vehicles",2596995,3003151
"4514","US-Canada Border","10/01/2003 12:00:00 AM","Trucks",609858,539473
"4526","US-Canada Border","10/01/2003 12:00:00 AM","Truck Containers Full",509489,365346
"4533","US-Mexico Border","10/01/2003 12:00:00 AM","Trucks",387698,340590
"4517","US-Canada Border","10/01/2003 12:00:00 AM","Bus Passengers",352039,352664
"4536","US-Mexico Border","10/01/2003 12:00:00 AM","Bus Passengers",268445,272866
"4519","US-Mexico Border","10/01/2003 12:00:00 AM","Truck Containers Full",238540,182127
"4529","US-Mexico Border","10/01/2003 12:00:00 AM","Truck Containers Empty",151200,145306
"4521","US-Canada Border","10/01/2003 12:00:00 AM","Rail Containers Full",124555,84037
"4522","US-Canada Border","10/01/2003 12:00:00 AM","Pedestrians",87739,59384
"4528","US-Canada Border","10/01/2003 12:00:00 AM","Truck Containers Empty",85489,61886
"4534","US-Mexico Border","10/01/2003 12:00:00 AM","Buses",47598,21377
"4513","US-Canada Border","10/01/2003 12:00:00 AM","Rail Containers Empty",39706,27533
"4518","US-Mexico Border","10/01/2003 12:00:00 AM","Rail Containers Empty",29635,21586
"4524","US-Mexico Border","10/01/2003 12:00:00 AM","Rail Containers Full",22119,18353
"4520","US-Canada Border","10/01/2003 12:00:00 AM","Train Passengers",15938,20691
"4523","US-Canada Border","10/01/2003 12:00:00 AM","Buses",13528,14340
"4527","US-Canada Border","10/01/2003 12:00:00 AM","Trains",2905,2775
"4530","US-Mexico Border","10/01/2003 12:00:00 AM","Train Passengers",1103,1212
"4531","US-Mexico Border","10/01/2003 12:00:00 AM","Trains",689,591
